q_id,original_query,variation,method,transformation_type
156493,do goldfish grow,How do goldfish grow?,ramsrigouthamg/t5_paraphraser,paraphrase
156493,do goldfish grow,do goldfish growth,WordSwapEmbedding,synonym
156493,do goldfish grow,do goldfish maturate,WordSwapWordNet,synonym
168216,does legionella pneumophila cause pneumonia,does lgeionella pneumophila cause pneumonia,WordSwapNeighboringCharacterSwap,mispelling
168216,does legionella pneumophila cause pneumonia,does legionelpa pneumophila cause pneumonia,WordSwapQWERTY,mispelling
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila cause Pneumonia,WordSwapRandomCharacterSubstitution,mispelling
168216,does legionella pneumophila cause pneumonia,legionella pneumophila cause pneumonia,naturality_by_removing_stop_words,naturality
168216,does legionella pneumophila cause pneumonia,legionella pneumophila,summarization_with_t5-base,naturality
168216,does legionella pneumophila cause pneumonia,legionella pneumophila,summarization_with_t5-base_from_description_to_title,naturality
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila pneumonia cause,WordInnerSwapRandom,ordering
168216,does legionella pneumophila cause pneumonia,Legionella pneumophila causes pneumonia,back_translation_pivot_language_de,paraphrase
168216,does legionella pneumophila cause pneumonia,Does legionella pneumophila cause pneumonia?,ramsrigouthamg/t5_paraphraser,paraphrase
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila reason pneumonia,WordSwapEmbedding,synonym
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila have pneumonia,WordSwapWordNet,synonym
182539,example of monotonic function,example of monotonic funciton,WordSwapNeighboringCharacterSwap,mispelling
182539,example of monotonic function,example of monotonic functioj,WordSwapQWERTY,mispelling
182539,example of monotonic function,examMle of monotonic function,WordSwapRandomCharacterSubstitution,mispelling
182539,example of monotonic function,example monotonic function,naturality_by_removing_stop_words,naturality
182539,example of monotonic function,: example of monotonic function,summarization_with_t5-base,naturality
182539,example of monotonic function,monotonic function,summarization_with_t5-base_from_description_to_title,naturality
182539,example of monotonic function,example of function monotonic,WordInnerSwapRandom,ordering
182539,example of monotonic function,Examples of monotonous function,back_translation_pivot_language_de,paraphrase
182539,example of monotonic function,What is a monotonic function? What are some examples?,ramsrigouthamg/t5_paraphraser,paraphrase
182539,example of monotonic function,instance of monotonic function,WordSwapEmbedding,synonym
182539,example of monotonic function,instance of monotonic function,WordSwapWordNet,synonym
183378,exons definition biology,exons definition biolgoy,WordSwapNeighboringCharacterSwap,mispelling
183378,exons definition biology,exons definition biilogy,WordSwapQWERTY,mispelling
183378,exons definition biology,exonq definition biology,WordSwapRandomCharacterSubstitution,mispelling
183378,exons definition biology,exons definition biology,naturality_by_removing_stop_words,naturality
183378,exons definition biology,: exons definition biology,summarization_with_t5-base,naturality
183378,exons definition biology,exons biology,summarization_with_t5-base_from_description_to_title,naturality
183378,exons definition biology,definition exons biology,WordInnerSwapRandom,ordering
183378,exons definition biology,Exon Definition Biology,back_translation_pivot_language_de,paraphrase
183378,exons definition biology,What is the exons definition of biology?,ramsrigouthamg/t5_paraphraser,paraphrase
183378,exons definition biology,exons definition biological,WordSwapEmbedding,synonym
183378,exons definition biology,exons definition biota,WordSwapWordNet,synonym
19335,anthropological definition of environment,anthrpoological definition of environment,WordSwapNeighboringCharacterSwap,mispelling
19335,anthropological definition of environment,anthropological xefinition of environment,WordSwapQWERTY,mispelling
19335,anthropological definition of environment,anthropological definitson of environment,WordSwapRandomCharacterSubstitution,mispelling
19335,anthropological definition of environment,anthropological definition environment,naturality_by_removing_stop_words,naturality
19335,anthropological definition of environment,anthropological definition of environment?,summarization_with_t5-base,naturality
19335,anthropological definition of environment,environment anthropology,summarization_with_t5-base_from_description_to_title,naturality
19335,anthropological definition of environment,definition anthropological of environment,WordInnerSwapRandom,ordering
19335,anthropological definition of environment,Anthropological definition of the environment,back_translation_pivot_language_de,paraphrase
19335,anthropological definition of environment,What is the anthropological definition of environment?,ramsrigouthamg/t5_paraphraser,paraphrase
19335,anthropological definition of environment,anthropological definition of surroundings,WordSwapEmbedding,synonym
19335,anthropological definition of environment,anthropological definition of surroundings,WordSwapWordNet,synonym
207786,how are some sharks warm blooded,how are some sharks wram blooded,WordSwapNeighboringCharacterSwap,mispelling
207786,how are some sharks warm blooded,how are some sharks warm biooded,WordSwapQWERTY,mispelling
207786,how are some sharks warm blooded,how are some shWrks warm blooded,WordSwapRandomCharacterSubstitution,mispelling
207786,how are some sharks warm blooded,sharks warm blooded,naturality_by_removing_stop_words,naturality
207786,how are some sharks warm blooded,how are some sharks warm blood,summarization_with_t5-base,naturality
207786,how are some sharks warm blooded,sharks warm blooded,summarization_with_t5-base_from_description_to_title,naturality
207786,how are some sharks warm blooded,blooded are some sharks warm how,WordInnerSwapRandom,ordering
207786,how are some sharks warm blooded,How are some sharks hot blood?,back_translation_pivot_language_de,paraphrase
207786,how are some sharks warm blooded,How do sharks get warm blooded?,ramsrigouthamg/t5_paraphraser,paraphrase
207786,how are some sharks warm blooded,how are some shark warm blooded,WordSwapEmbedding,synonym
207786,how are some sharks warm blooded,how are some sharks fond blooded,WordSwapWordNet,synonym
264014,how long is life cycle of flea,how long is life yccle of flea,WordSwapNeighboringCharacterSwap,mispelling
264014,how long is life cycle of flea,how long is lufe cycle of flea,WordSwapQWERTY,mispelling
264014,how long is life cycle of flea,how long is lCfe cycle of flea,WordSwapRandomCharacterSubstitution,mispelling
264014,how long is life cycle of flea,long life cycle flea,naturality_by_removing_stop_words,naturality
264014,how long is life cycle of flea,flea life cycle: how long,summarization_with_t5-base,naturality
264014,how long is life cycle of flea,flea life cycle,summarization_with_t5-base_from_description_to_title,naturality
264014,how long is life cycle of flea,long how is life cycle of flea,WordInnerSwapRandom,ordering
264014,how long is life cycle of flea,How long is the life cycle of the flies?,back_translation_pivot_language_de,paraphrase
264014,how long is life cycle of flea,How long is the life cycle of fleas?,ramsrigouthamg/t5_paraphraser,paraphrase
264014,how long is life cycle of flea,how long is living cycle of flea,WordSwapEmbedding,synonym
264014,how long is life cycle of flea,how long is sprightliness cycle of flea,WordSwapWordNet,synonym
359349,how to find the midsegment of a trapezoid,how to find the midsemgent of a trapezoid,WordSwapNeighboringCharacterSwap,mispelling
359349,how to find the midsegment of a trapezoid,how to find the midssgment of a trapezoid,WordSwapQWERTY,mispelling
359349,how to find the midsegment of a trapezoid,how to find the midsegpent of a trapezoid,WordSwapRandomCharacterSubstitution,mispelling
359349,how to find the midsegment of a trapezoid,find midsegment trapezoid,naturality_by_removing_stop_words,naturality
359349,how to find the midsegment of a trapezoid,how to find the midse,summarization_with_t5-base,naturality
359349,how to find the midsegment of a trapezoid,trapezoidal midseg,summarization_with_t5-base_from_description_to_title,naturality
359349,how to find the midsegment of a trapezoid,how to midsegment the find of a trapezoid,WordInnerSwapRandom,ordering
359349,how to find the midsegment of a trapezoid,How to find the middle segment of a trapezoid,back_translation_pivot_language_de,paraphrase
359349,how to find the midsegment of a trapezoid,How do you find the midsegment of a trapezoid?,ramsrigouthamg/t5_paraphraser,paraphrase
359349,how to find the midsegment of a trapezoid,how to unearth the midsegment of a trapezoid,WordSwapEmbedding,synonym
359349,how to find the midsegment of a trapezoid,how to breakthrough the midsegment of a trapezoid,WordSwapWordNet,synonym
405717,is cdg airport in main paris,is cgd airport in main paris,WordSwapNeighboringCharacterSwap,mispelling
405717,is cdg airport in main paris,is cdg airport in main pqris,WordSwapQWERTY,mispelling
405717,is cdg airport in main paris,is edg airport in main paris,WordSwapRandomCharacterSubstitution,mispelling
405717,is cdg airport in main paris,cdg airport main paris,naturality_by_removing_stop_words,naturality
405717,is cdg airport in main paris,cdg airport in main,summarization_with_t5-base,naturality
405717,is cdg airport in main paris,paris cdg airport,summarization_with_t5-base_from_description_to_title,naturality
405717,is cdg airport in main paris,is cdg airport in paris main,WordInnerSwapRandom,ordering
405717,is cdg airport in main paris,is CDG Airport in the headquarters of Paris,back_translation_pivot_language_de,paraphrase
405717,is cdg airport in main paris,Is there a cdg airport in Paris?,ramsrigouthamg/t5_paraphraser,paraphrase
405717,is cdg airport in main paris,is cdg airfields in main paris,WordSwapEmbedding,synonym
405717,is cdg airport in main paris,is cdg airport in primary paris,WordSwapWordNet,synonym
443396,lps laws definition,lps alws definition,WordSwapNeighboringCharacterSwap,mispelling
443396,lps laws definition,lps lqws definition,WordSwapQWERTY,mispelling
443396,lps laws definition,lps laMs definition,WordSwapRandomCharacterSubstitution,mispelling
443396,lps laws definition,lps laws definition,naturality_by_removing_stop_words,naturality
443396,lps laws definition,lps laws definition?,summarization_with_t5-base,naturality
443396,lps laws definition,lps laws,summarization_with_t5-base_from_description_to_title,naturality
443396,lps laws definition,laws lps definition,WordInnerSwapRandom,ordering
443396,lps laws definition,LPS Law Definition,back_translation_pivot_language_de,paraphrase
443396,lps laws definition,What is the definition of lps law?,ramsrigouthamg/t5_paraphraser,paraphrase
443396,lps laws definition,lps lois definition,WordSwapEmbedding,synonym
443396,lps laws definition,lps police definition,WordSwapWordNet,synonym
451602,medicare's definition of mechanical ventilation,medicare's definition of mechanical ventilatoin,WordSwapNeighboringCharacterSwap,mispelling
451602,medicare's definition of mechanical ventilation,medicare's definition of mechanical ventilation,WordSwapQWERTY,mispelling
451602,medicare's definition of mechanical ventilation,medicare's definition of mWchanical ventilation,WordSwapRandomCharacterSubstitution,mispelling
451602,medicare's definition of mechanical ventilation,medicare's definition mechanical ventilation,naturality_by_removing_stop_words,naturality
451602,medicare's definition of mechanical ventilation,medicare's definition of mechanical,summarization_with_t5-base,naturality
451602,medicare's definition of mechanical ventilation,medicare mechanical ventilation,summarization_with_t5-base_from_description_to_title,naturality
451602,medicare's definition of mechanical ventilation,definition medicare's of mechanical ventilation,WordInnerSwapRandom,ordering
451602,medicare's definition of mechanical ventilation,Doctors Define Mechanical Ventilation,back_translation_pivot_language_de,paraphrase
451602,medicare's definition of mechanical ventilation,What is the medicare definition of mechanical ventilation?,ramsrigouthamg/t5_paraphraser,paraphrase
451602,medicare's definition of mechanical ventilation,medicare's definition of mechanised ventilation,WordSwapEmbedding,synonym
451602,medicare's definition of mechanical ventilation,medicare's definition of mechanical airing,WordSwapWordNet,synonym
47923,axon terminals or synaptic knob definition,aoxn terminals or synaptic knob definition,WordSwapNeighboringCharacterSwap,mispelling
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knkb definition,WordSwapQWERTY,mispelling
47923,axon terminals or synaptic knob definition,axon terminals or synaptic kSob definition,WordSwapRandomCharacterSubstitution,mispelling
47923,axon terminals or synaptic knob definition,axon terminals synaptic knob definition,naturality_by_removing_stop_words,naturality
47923,axon terminals or synaptic knob definition,axon terminals or,summarization_with_t5-base,naturality
47923,axon terminals or synaptic knob definition,axon terminals or,summarization_with_t5-base_from_description_to_title,naturality
47923,axon terminals or synaptic knob definition,axon or terminals synaptic knob definition,WordInnerSwapRandom,ordering
47923,axon terminals or synaptic knob definition,axon terminals or synaptic nod definition,back_translation_pivot_language_de,paraphrase
47923,axon terminals or synaptic knob definition,What is the difference between axon terminals and synaptic knobs?,ramsrigouthamg/t5_paraphraser,paraphrase
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob define,WordSwapEmbedding,synonym
47923,axon terminals or synaptic knob definition,axon depot or synaptic knob definition,WordSwapWordNet,synonym
489204,right pelvic pain causes,right pelvic pian causes,WordSwapNeighboringCharacterSwap,mispelling
489204,right pelvic pain causes,right pelvix pain causes,WordSwapQWERTY,mispelling
489204,right pelvic pain causes,right pelvAc pain causes,WordSwapRandomCharacterSubstitution,mispelling
489204,right pelvic pain causes,right pelvic pain causes,naturality_by_removing_stop_words,naturality
489204,right pelvic pain causes,right pelvic pain causes?,summarization_with_t5-base,naturality
489204,right pelvic pain causes,pelvic pain,summarization_with_t5-base_from_description_to_title,naturality
489204,right pelvic pain causes,right causes pain pelvic,WordInnerSwapRandom,ordering
489204,right pelvic pain causes,Causes Right Pain,back_translation_pivot_language_de,paraphrase
489204,right pelvic pain causes,What causes pelvic pain?,ramsrigouthamg/t5_paraphraser,paraphrase
489204,right pelvic pain causes,right pelvic pain arouses,WordSwapEmbedding,synonym
489204,right pelvic pain causes,rectify pelvic pain causes,WordSwapWordNet,synonym
490595,rsa definition key,rsa definition kye,WordSwapNeighboringCharacterSwap,mispelling
490595,rsa definition key,rsa definihion key,WordSwapQWERTY,mispelling
490595,rsa definition key,rsa definition kGy,WordSwapRandomCharacterSubstitution,mispelling
490595,rsa definition key,rsa definition key,naturality_by_removing_stop_words,naturality
490595,rsa definition key,rsa definition key?,summarization_with_t5-base,naturality
490595,rsa definition key,rsa definition key,summarization_with_t5-base_from_description_to_title,naturality
490595,rsa definition key,definition rsa key,WordInnerSwapRandom,ordering
490595,rsa definition key,RSA Definition Key,back_translation_pivot_language_de,paraphrase
490595,rsa definition key,What is rsa definition key?,ramsrigouthamg/t5_paraphraser,paraphrase
490595,rsa definition key,rsa definition important,WordSwapEmbedding,synonym
490595,rsa definition key,rsa definition tonality,WordSwapWordNet,synonym
527433,types of dysarthria from cerebral palsy,types of dysartrhia from cerebral palsy,WordSwapNeighboringCharacterSwap,mispelling
527433,types of dysarthria from cerebral palsy,types of dysarthria from cerebgal palsy,WordSwapQWERTY,mispelling
527433,types of dysarthria from cerebral palsy,qypes of dysarthria from cerebral palsy,WordSwapRandomCharacterSubstitution,mispelling
527433,types of dysarthria from cerebral palsy,types dysarthria cerebral palsy,naturality_by_removing_stop_words,naturality
527433,types of dysarthria from cerebral palsy,Types of dysarthri,summarization_with_t5-base,naturality
527433,types of dysarthria from cerebral palsy,cerebral palsy dysarthr,summarization_with_t5-base_from_description_to_title,naturality
527433,types of dysarthria from cerebral palsy,palsy of dysarthria from cerebral types,WordInnerSwapRandom,ordering
527433,types of dysarthria from cerebral palsy,Types of Dysarthria from Brain Palsy,back_translation_pivot_language_de,paraphrase
527433,types of dysarthria from cerebral palsy,What are the types of dysarthria from cerebral palsy?,ramsrigouthamg/t5_paraphraser,paraphrase
527433,types of dysarthria from cerebral palsy,types of dysarthria from cerebral paralysis,WordSwapEmbedding,synonym
527433,types of dysarthria from cerebral palsy,case of dysarthria from cerebral palsy,WordSwapWordNet,synonym
573724,what are the social determinants of health,what are the social deterimnants of health,WordSwapNeighboringCharacterSwap,mispelling
573724,what are the social determinants of health,what are the social determinanfs of health,WordSwapQWERTY,mispelling
573724,what are the social determinants of health,what are the socwal determinants of health,WordSwapRandomCharacterSubstitution,mispelling
573724,what are the social determinants of health,social determinants health,naturality_by_removing_stop_words,naturality
573724,what are the social determinants of health,social determinants of health:,summarization_with_t5-base,naturality
573724,what are the social determinants of health,social determinants of health,summarization_with_t5-base_from_description_to_title,naturality
573724,what are the social determinants of health,of are the social determinants what health,WordInnerSwapRandom,ordering
573724,what are the social determinants of health,What are the social factors of health,back_translation_pivot_language_de,paraphrase
573724,what are the social determinants of health,What are social determinants of health?,ramsrigouthamg/t5_paraphraser,paraphrase
573724,what are the social determinants of health,what are the social determinants of hygiene,WordSwapEmbedding,synonym
573724,what are the social determinants of health,what are the mixer determinants of health,WordSwapWordNet,synonym
833860,what is the most popular food in switzerland,what is the most populra food in switzerland,WordSwapNeighboringCharacterSwap,mispelling
833860,what is the most popular food in switzerland,what is the most popular fpod in switzerland,WordSwapQWERTY,mispelling
833860,what is the most popular food in switzerland,what is the most popular flod in switzerland,WordSwapRandomCharacterSubstitution,mispelling
833860,what is the most popular food in switzerland,popular food switzerland,naturality_by_removing_stop_words,naturality
833860,what is the most popular food in switzerland,the most popular food in s,summarization_with_t5-base,naturality
833860,what is the most popular food in switzerland,food in switzerland,summarization_with_t5-base_from_description_to_title,naturality
833860,what is the most popular food in switzerland,what is switzerland most popular food in the,WordInnerSwapRandom,ordering
833860,what is the most popular food in switzerland,What is the most popular food in Switzerland,back_translation_pivot_language_de,paraphrase
833860,what is the most popular food in switzerland,What is the most popular food in Switzerland?,ramsrigouthamg/t5_paraphraser,paraphrase
833860,what is the most popular food in switzerland,what is the most popular alimentary in switzerland,WordSwapEmbedding,synonym
833860,what is the most popular food in switzerland,what is the most popular food in Svizzera,WordSwapWordNet,synonym
855410,what is theraderm used for,what is theraderm sued for,WordSwapNeighboringCharacterSwap,mispelling
855410,what is theraderm used for,what is thersderm used for,WordSwapQWERTY,mispelling
855410,what is theraderm used for,what is theraderm usSd for,WordSwapRandomCharacterSubstitution,mispelling
855410,what is theraderm used for,theraderm used,naturality_by_removing_stop_words,naturality
855410,what is theraderm used for,theraderm is a,summarization_with_t5-base,naturality
855410,what is theraderm used for,theraderm,summarization_with_t5-base_from_description_to_title,naturality
855410,what is theraderm used for,what is used theraderm for,WordInnerSwapRandom,ordering
855410,what is theraderm used for,What is Theraderm used,back_translation_pivot_language_de,paraphrase
855410,what is theraderm used for,What is theraderm used for?,ramsrigouthamg/t5_paraphraser,paraphrase
855410,what is theraderm used for,what is theraderm utilizing for,WordSwapEmbedding,synonym
855410,what is theraderm used for,what is theraderm utilise for,WordSwapWordNet,synonym
87181,causes of left ventricular hypertrophy,causes of left ventriuclar hypertrophy,WordSwapNeighboringCharacterSwap,mispelling
87181,causes of left ventricular hypertrophy,causes of left vemtricular hypertrophy,WordSwapQWERTY,mispelling
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophD,WordSwapRandomCharacterSubstitution,mispelling
87181,causes of left ventricular hypertrophy,causes left ventricular hypertrophy,naturality_by_removing_stop_words,naturality
87181,causes of left ventricular hypertrophy,links ventricular hypertrophy?,summarization_with_t5-base,naturality
87181,causes of left ventricular hypertrophy,left ventricular hypertrophy,summarization_with_t5-base_from_description_to_title,naturality
87181,causes of left ventricular hypertrophy,causes hypertrophy left ventricular of,WordInnerSwapRandom,ordering
87181,causes of left ventricular hypertrophy,Causes of Ventricular Hypertrophy,back_translation_pivot_language_de,paraphrase
87181,causes of left ventricular hypertrophy,What causes left ventricular hypertrophy?,ramsrigouthamg/t5_paraphraser,paraphrase
87181,causes of left ventricular hypertrophy,causes of left fibrillation hypertrophy,WordSwapEmbedding,synonym
87181,causes of left ventricular hypertrophy,make of left ventricular hypertrophy,WordSwapWordNet,synonym
87452,causes of military suicide,causes of militray suicide,WordSwapNeighboringCharacterSwap,mispelling
87452,causes of military suicide,causes of militaru suicide,WordSwapQWERTY,mispelling
87452,causes of military suicide,causes of military tuicide,WordSwapRandomCharacterSubstitution,mispelling
87452,causes of military suicide,causes military suicide,naturality_by_removing_stop_words,naturality
87452,causes of military suicide,: causes of military suicide?,summarization_with_t5-base,naturality
87452,causes of military suicide,military suicide,summarization_with_t5-base_from_description_to_title,naturality
87452,causes of military suicide,causes suicide military of,WordInnerSwapRandom,ordering
87452,causes of military suicide,Causes of Military Suicide,back_translation_pivot_language_de,paraphrase
87452,causes of military suicide,What are the causes of military suicide?,ramsrigouthamg/t5_paraphraser,paraphrase
87452,causes of military suicide,causes of soldiers suicide,WordSwapEmbedding,synonym
87452,causes of military suicide,drive of military suicide,WordSwapWordNet,synonym
915593,what types of food can you cook sous vide,what types of fodo can you cook sous vide,WordSwapNeighboringCharacterSwap,mispelling
915593,what types of food can you cook sous vide,what types of food can you cook sous vidr,WordSwapQWERTY,mispelling
915593,what types of food can you cook sous vide,what types of Aood can you cook sous vide,WordSwapRandomCharacterSubstitution,mispelling
915593,what types of food can you cook sous vide,types food cook sous vide,naturality_by_removing_stop_words,naturality
915593,what types of food can you cook sous vide,what types of food can you cook,summarization_with_t5-base,naturality
915593,what types of food can you cook sous vide,sous vide food,summarization_with_t5-base_from_description_to_title,naturality
915593,what types of food can you cook sous vide,what types you food can of cook sous vide,WordInnerSwapRandom,ordering
915593,what types of food can you cook sous vide,What types of food you can cook under vide,back_translation_pivot_language_de,paraphrase
915593,what types of food can you cook sous vide,What types of food can you cook sous vide?,ramsrigouthamg/t5_paraphraser,paraphrase
915593,what types of food can you cook sous vide,what types of food can you cookery sous vide,WordSwapEmbedding,synonym
915593,what types of food can you cook sous vide,what types of food can you wangle sous vide,WordSwapWordNet,synonym
962179,when was the salvation army founded,when was the salvation arym founded,WordSwapNeighboringCharacterSwap,mispelling
962179,when was the salvation army founded,when was the salvatlon army founded,WordSwapQWERTY,mispelling
962179,when was the salvation army founded,when was the salAation army founded,WordSwapRandomCharacterSubstitution,mispelling
962179,when was the salvation army founded,salvation army founded,naturality_by_removing_stop_words,naturality
962179,when was the salvation army founded,the salvation army was founded in 18,summarization_with_t5-base,naturality
962179,when was the salvation army founded,salvation army,summarization_with_t5-base_from_description_to_title,naturality
962179,when was the salvation army founded,when was salvation the army founded,WordInnerSwapRandom,ordering
962179,when was the salvation army founded,When the rescue army was established?,back_translation_pivot_language_de,paraphrase
962179,when was the salvation army founded,When was the salvation army founded?,ramsrigouthamg/t5_paraphraser,paraphrase
962179,when was the salvation army founded,when was the salut army founded,WordSwapEmbedding,synonym
962179,when was the salvation army founded,when was the salvation Army founded,WordSwapWordNet,synonym
